City ID,City,Lat,Lng,Max Temp,Current Description,Rain (inchies),Snow (inchies),Humidity,Cloudiness,Wind Speed,Country,Date
457,Merauke,-8.4667,140.3333,76.24,moderate rain,3.65,3.65,87,88,8.34,ID,2021-07-24 19:54:43
458,Arrecife,28.963,-13.5477,75.27,few clouds,0.0,0.0,78,20,18.41,ES,2021-07-24 19:54:43
459,Douglas,41.3,-96.167,92.32,scattered clouds,0.0,0.0,65,40,1.99,US,2021-07-24 19:54:17
460,Manzhouli,49.6,117.4333,55.13,clear sky,0.0,0.0,95,5,8.3,CN,2021-07-24 19:54:44
461,Anshun,26.25,105.9333,65.3,moderate rain,1.33,1.33,93,100,6.42,CN,2021-07-24 19:54:44
462,Geretsried,47.8578,11.4805,65.86,light rain,0.87,0.87,93,100,1.01,DE,2021-07-24 19:54:44
463,Lakhdenpokhya,61.5198,30.1992,59.83,overcast clouds,0.0,0.0,56,100,8.41,RU,2021-07-24 19:54:45
464,Belmonte,-15.8631,-38.8828,78.8,overcast clouds,0.0,0.0,64,86,10.78,BR,2021-07-24 19:54:45
465,Ust-Omchug,61.15,149.6333,59.56,overcast clouds,0.0,0.0,84,100,7.52,RU,2021-07-24 19:54:46
466,Shimoda,34.6667,138.95,75.85,clear sky,0.0,0.0,85,2,8.55,JP,2021-07-24 19:54:46
467,Beian,63.6559,9.5683,62.92,clear sky,0.0,0.0,94,0,3.44,NO,2021-07-24 19:54:46
468,Taltal,-25.4,-70.4833,60.85,few clouds,0.0,0.0,68,19,7.18,CL,2021-07-24 19:50:20
469,Port Hardy,50.6996,-127.4199,62.78,fog,0.0,0.0,88,90,4.61,CA,2021-07-24 19:54:47
470,Kabalo,-6.05,26.9167,80.26,scattered clouds,0.0,0.0,31,25,4.76,CD,2021-07-24 19:54:47
471,Rio Cuarto,-33.1307,-64.3499,58.84,clear sky,0.0,0.0,47,0,11.5,AR,2021-07-24 19:50:17
472,Sombreffe,50.5286,4.5984,65.03,few clouds,0.0,0.0,94,20,4.61,BE,2021-07-24 19:54:48
473,Ushtobe,45.2514,77.9838,76.71,clear sky,0.0,0.0,30,0,8.01,KZ,2021-07-24 19:54:48
474,Kuusamo,65.9667,29.1833,57.24,clear sky,0.0,0.0,62,0,4.61,FI,2021-07-24 19:54:49
475,Abong Mbang,3.9833,13.1833,68.47,scattered clouds,0.0,0.0,94,42,3.22,CM,2021-07-24 19:54:49
476,Taksimo,56.3444,114.8794,60.33,overcast clouds,0.0,0.0,74,100,4.14,RU,2021-07-24 19:54:49
477,Bonoua,5.2741,-3.595,78.42,broken clouds,0.0,0.0,81,73,5.3,CI,2021-07-24 19:54:50
478,Togur,58.3631,82.8265,61.99,clear sky,0.0,0.0,72,3,3.6,RU,2021-07-24 19:54:50
479,Miyakonojo,31.7333,131.0667,76.44,overcast clouds,0.0,0.0,96,100,6.58,JP,2021-07-24 19:54:50
480,Kirkwood,38.5834,-90.4068,96.76,scattered clouds,0.0,0.0,57,25,3.0,US,2021-07-24 19:54:51
481,Wum,6.3833,10.0667,65.17,light rain,0.69,0.69,96,100,1.81,CM,2021-07-24 19:54:51
482,Dalmatovo,56.26,62.9362,60.01,overcast clouds,0.0,0.0,89,100,2.35,RU,2021-07-24 19:54:52
483,Lady Frere,-31.7031,27.2329,40.86,clear sky,0.0,0.0,31,0,5.53,ZA,2021-07-24 19:54:52
484,Bilma,18.6853,12.9164,89.44,overcast clouds,0.0,0.0,41,100,4.74,NE,2021-07-24 19:54:52
485,Havelock,34.8791,-76.9013,85.93,clear sky,0.0,0.0,58,0,5.01,US,2021-07-24 19:54:53
486,Bilibino,68.0546,166.4372,52.52,few clouds,0.0,0.0,63,12,1.32,RU,2021-07-24 19:54:53
487,Half Moon Bay,37.4636,-122.4286,92.59,few clouds,0.0,0.0,64,20,1.01,US,2021-07-24 19:54:53
488,Anloga,5.7947,0.8973,77.22,scattered clouds,0.0,0.0,78,35,11.83,GH,2021-07-24 19:54:54
489,Kenai,60.5544,-151.2583,62.02,overcast clouds,0.0,0.0,92,90,11.5,US,2021-07-24 19:53:00
490,Ulety,51.3572,112.4849,56.62,broken clouds,0.0,0.0,84,61,2.04,RU,2021-07-24 19:54:54
491,Kiruna,67.8557,20.2251,54.52,overcast clouds,0.0,0.0,76,90,3.44,SE,2021-07-24 19:54:55
492,Lata,40.1629,-8.3327,68.41,scattered clouds,0.0,0.0,84,30,4.61,PT,2021-07-24 19:47:26
493,Pangkalanbuun,-2.6833,111.6167,72.37,few clouds,0.0,0.0,96,18,2.28,ID,2021-07-24 19:54:56
494,Isangel,-19.55,169.2667,75.97,clear sky,0.0,0.0,84,7,3.89,VU,2021-07-24 19:49:57
495,Kutum,14.2,24.6667,78.67,overcast clouds,0.0,0.0,54,98,5.82,SD,2021-07-24 19:54:56
496,El Alto,-4.2714,-81.2147,73.06,scattered clouds,0.0,0.0,79,34,15.19,PE,2021-07-24 19:54:57
497,Luau,-10.7073,22.2247,67.28,clear sky,0.0,0.0,35,2,4.81,AO,2021-07-24 19:54:57
498,Black River,18.0264,-77.8487,87.8,broken clouds,0.0,0.0,59,68,5.61,JM,2021-07-24 19:54:57
499,Coihaique,-45.5752,-72.0662,39.81,clear sky,0.0,0.0,75,0,0.0,CL,2021-07-24 19:54:58
500,Matay,28.419,30.7792,84.18,clear sky,0.0,0.0,42,0,16.08,EG,2021-07-24 19:54:58
501,Vao,-22.6667,167.4833,71.46,clear sky,0.0,0.0,83,2,6.53,NC,2021-07-24 19:54:58
502,Hervey Bay,-25.2986,152.8535,58.03,clear sky,0.0,0.0,55,1,10.2,AU,2021-07-24 19:54:59
503,Odweyne,9.4092,45.064,72.63,overcast clouds,0.0,0.0,51,97,20.65,SO,2021-07-24 19:54:59
504,Newport,51.5877,-2.9984,68.18,overcast clouds,0.0,0.0,78,100,9.55,GB,2021-07-24 19:50:14
505,Mezen,65.8522,44.24,46.89,overcast clouds,0.0,0.0,92,100,8.28,RU,2021-07-24 19:55:00
506,Kosino,58.4127,51.2782,46.09,scattered clouds,0.0,0.0,68,27,5.97,RU,2021-07-24 19:55:00
507,Yuanping,38.7153,112.7575,68.79,clear sky,0.0,0.0,87,9,0.89,CN,2021-07-24 19:55:01
508,Kolondieba,11.0882,-6.8926,77.14,overcast clouds,0.0,0.0,78,90,4.14,ML,2021-07-24 19:55:01
509,Suicheng,33.8963,117.9331,73.72,overcast clouds,0.0,0.0,97,99,6.38,CN,2021-07-24 19:55:01
510,Biak,-0.9131,122.8766,73.72,overcast clouds,0.0,0.0,76,99,6.8,ID,2021-07-24 19:55:02
511,Homorod,46.05,25.2667,66.0,scattered clouds,0.0,0.0,69,33,3.51,RO,2021-07-24 19:55:02
512,Astoria,46.1879,-123.8313,84.97,clear sky,0.0,0.0,78,5,4.0,US,2021-07-24 19:55:02
513,Carballo,43.213,-8.691,67.42,scattered clouds,0.0,0.0,86,41,3.58,ES,2021-07-24 19:55:04
514,Borogontsy,62.6683,131.1683,57.79,scattered clouds,0.0,0.0,99,42,3.89,RU,2021-07-24 19:55:05
515,Loubomo,-4.1997,12.6739,70.39,few clouds,0.0,0.0,77,14,7.94,CG,2021-07-24 19:55:05
516,Campbell River,50.0163,-125.2446,75.92,broken clouds,0.0,0.0,52,75,1.01,CA,2021-07-24 19:55:05
517,Mocuba,-16.8392,36.9856,59.13,scattered clouds,0.0,0.0,79,40,4.83,MZ,2021-07-24 19:55:06
518,Vardo,70.3705,31.1107,46.11,overcast clouds,0.0,0.0,83,100,27.72,NO,2021-07-24 19:55:06
519,Mahuva,21.0914,71.7622,82.33,overcast clouds,0.0,0.0,80,100,13.98,IN,2021-07-24 19:55:07
520,Talara,-4.5772,-81.2719,75.96,few clouds,0.0,0.0,64,20,13.8,PE,2021-07-24 19:55:07
521,Resistencia,-27.4606,-58.9839,91.09,clear sky,0.0,0.0,34,0,17.27,AR,2021-07-24 19:53:11
522,Colombo,6.9319,79.8478,78.75,overcast clouds,0.0,0.0,87,89,9.31,LK,2021-07-24 19:55:07
523,Ucluelet,48.9329,-125.5528,82.04,clear sky,0.0,0.0,83,9,3.0,CA,2021-07-24 19:55:05
524,Yinchuan,38.4681,106.2731,75.83,clear sky,0.0,0.0,63,3,9.66,CN,2021-07-24 19:55:08
525,Okha,53.5739,142.9478,61.84,overcast clouds,0.0,0.0,99,94,9.75,RU,2021-07-24 19:55:08
526,Ambulu,-8.345,113.6058,69.85,clear sky,0.0,0.0,90,2,3.98,ID,2021-07-24 19:55:09
527,Muros,42.7762,-9.0603,68.5,scattered clouds,0.0,0.0,93,49,1.86,ES,2021-07-24 19:55:09
528,Port Augusta,-32.5,137.7667,48.7,few clouds,0.0,0.0,83,17,6.96,AU,2021-07-24 19:55:10
529,Bonavista,48.6499,-53.1147,68.0,broken clouds,0.0,0.0,80,68,9.17,CA,2021-07-24 19:55:10
530,Sena Madureira,-9.0656,-68.6569,97.54,clear sky,0.0,0.0,25,2,1.63,BR,2021-07-24 19:55:10
531,Upington,-28.4478,21.2561,48.58,clear sky,0.0,0.0,29,0,5.75,ZA,2021-07-24 19:55:11
532,San Policarpo,12.1791,125.5072,80.73,broken clouds,0.0,0.0,77,73,10.42,PH,2021-07-24 19:55:11
533,Togul,53.465,85.9128,61.43,few clouds,0.0,0.0,96,14,3.94,RU,2021-07-24 19:55:11
534,Dunedin,-45.8742,170.5036,45.81,overcast clouds,0.0,0.0,57,91,17.0,NZ,2021-07-24 19:54:35
535,Caucasia,7.9865,-75.1935,83.46,overcast clouds,0.0,0.0,72,100,3.87,CO,2021-07-24 19:55:12
536,Chapais,49.7834,-74.8492,78.58,overcast clouds,0.0,0.0,32,100,13.27,CA,2021-07-24 19:55:12
537,Manta,-0.95,-80.7333,76.78,overcast clouds,0.0,0.0,78,90,8.05,EC,2021-07-24 19:54:34
538,Guymon,36.6828,-101.4816,96.75,clear sky,0.0,0.0,22,0,7.05,US,2021-07-24 19:55:13
539,Dryden,49.7833,-92.7503,80.89,scattered clouds,0.0,0.0,34,40,25.32,CA,2021-07-24 19:55:13
540,La Tijera,19.9,-104.4,72.63,scattered clouds,0.0,0.0,65,46,4.88,MX,2021-07-24 19:55:14
541,Bandarbeyla,9.4942,50.8122,77.7,few clouds,0.0,0.0,73,11,28.79,SO,2021-07-24 19:55:14
542,Prince Albert,53.2001,-105.7677,75.15,few clouds,0.0,0.0,43,20,18.41,CA,2021-07-24 19:55:15
543,Anadyr,64.75,177.4833,55.9,light rain,0.86,0.86,100,90,5.99,RU,2021-07-24 19:55:15
544,Mananjary,-21.2167,48.3333,65.03,light rain,0.46,0.46,87,100,11.16,MG,2021-07-24 19:55:15
545,Awbari,26.5921,12.7805,85.71,clear sky,0.0,0.0,17,0,7.49,LY,2021-07-24 19:55:16
546,Maine-Soroa,13.2114,12.0241,83.59,clear sky,0.0,0.0,56,8,11.7,NE,2021-07-24 19:55:16
547,Santa Lucia,27.9117,-15.5407,66.76,few clouds,0.0,0.0,73,20,23.02,ES,2021-07-24 19:55:16
548,Jutiapa,14.2833,-89.9,82.89,overcast clouds,0.0,0.0,52,94,7.36,GT,2021-07-24 19:55:17
549,Moulins,46.5,3.3333,68.29,scattered clouds,0.0,0.0,88,39,3.29,FR,2021-07-24 19:55:17
550,Tsiroanomandidy,-18.7667,46.0333,65.71,overcast clouds,0.0,0.0,47,100,0.87,MG,2021-07-24 19:55:18
551,Korla,41.7597,86.1469,88.72,scattered clouds,0.0,0.0,20,29,5.64,CN,2021-07-24 19:55:18
552,Farmington,36.7281,-108.2187,84.88,broken clouds,0.0,0.0,34,75,3.44,US,2021-07-24 19:55:18
553,Koslan,63.4564,48.8989,45.9,overcast clouds,0.0,0.0,98,100,6.02,RU,2021-07-24 19:55:19
554,Mandalgovi,45.7625,106.2708,63.99,overcast clouds,0.0,0.0,75,88,6.46,MN,2021-07-24 19:55:19
555,Gobabis,-22.45,18.9667,46.96,clear sky,0.0,0.0,30,0,11.61,NA,2021-07-24 19:51:32
556,Fomboni,-12.28,43.7425,75.94,light rain,0.1,0.1,72,48,25.81,KM,2021-07-24 19:55:20
557,Banda Aceh,5.5577,95.3222,80.51,overcast clouds,0.0,0.0,73,100,11.95,ID,2021-07-24 19:49:52
558,Knysna,-34.0363,23.0471,48.58,scattered clouds,0.0,0.0,43,36,5.19,ZA,2021-07-24 19:55:20
559,Utica,43.1009,-75.2327,82.31,overcast clouds,0.0,0.0,49,100,1.01,US,2021-07-24 19:53:02
560,Waingapu,-9.6567,120.2641,70.84,few clouds,0.0,0.0,76,20,4.32,ID,2021-07-24 19:55:21
561,Kieta,-6.2167,155.6333,78.24,overcast clouds,0.0,0.0,84,100,2.89,PG,2021-07-24 19:49:59
562,Bom Jesus,-9.0744,-44.3586,90.86,clear sky,0.0,0.0,24,5,9.62,BR,2021-07-24 19:55:21
563,Basco,20.4487,121.9702,83.25,overcast clouds,0.0,0.0,87,92,32.06,PH,2021-07-24 19:55:22
564,Marienburg,54.0359,19.0266,69.89,scattered clouds,0.0,0.0,75,27,6.35,PL,2021-07-24 19:55:22
565,Peski,55.2163,38.7626,58.96,broken clouds,0.0,0.0,63,73,4.18,RU,2021-07-24 19:55:22
566,Miyang,24.4042,103.4428,65.89,moderate rain,1.33,1.33,98,100,4.54,CN,2021-07-24 19:55:23
567,Bloemfontein,-29.1211,26.214,33.28,clear sky,0.0,0.0,51,0,2.3,ZA,2021-07-24 19:55:23
568,Villa Florida,-26.3833,-57.15,86.27,scattered clouds,0.0,0.0,33,45,8.19,PY,2021-07-24 19:55:24
569,Gushikawa,26.3544,127.8686,80.19,mist,0.0,0.0,92,90,12.66,JP,2021-07-24 19:55:24
570,Malpe,13.35,74.7167,79.9,scattered clouds,0.0,0.0,88,36,8.84,IN,2021-07-24 19:55:24
571,Zhigansk,66.7697,123.3711,55.78,scattered clouds,0.0,0.0,75,29,14.83,RU,2021-07-24 19:55:25
572,Parabel,58.6978,81.4825,62.31,clear sky,0.0,0.0,72,5,3.85,RU,2021-07-24 19:55:25
573,Westport,41.1415,-73.3579,86.43,few clouds,0.0,0.0,55,22,1.01,US,2021-07-24 19:55:25
574,Comodoro Rivadavia,-45.8667,-67.5,53.46,clear sky,0.0,0.0,47,0,4.61,AR,2021-07-24 19:51:34
575,Grand Gaube,-20.0064,57.6608,70.2,clear sky,0.0,0.0,77,6,1.99,MU,2021-07-24 19:55:26
576,Valladolid,41.5833,-4.6667,73.58,clear sky,0.0,0.0,36,0,7.54,ES,2021-07-24 19:55:26
577,Japura,-0.3167,102.35,77.56,overcast clouds,0.0,0.0,80,97,2.86,ID,2021-07-24 19:55:27
578,Cairns,-16.9167,145.7667,66.15,broken clouds,0.0,0.0,100,76,1.14,AU,2021-07-24 19:50:07
579,San Patricio,28.017,-97.5169,96.89,clear sky,0.0,0.0,36,0,15.03,US,2021-07-24 19:49:58
580,Agapovka,53.2973,59.1348,61.81,clear sky,0.0,0.0,84,3,2.62,RU,2021-07-24 19:55:27
581,Pozo Colorado,-23.4923,-58.7972,95.14,clear sky,0.0,0.0,21,3,10.89,PY,2021-07-24 19:55:28
582,Uige,-7.6087,15.0613,69.4,clear sky,0.0,0.0,29,0,1.28,AO,2021-07-24 19:55:29
583,Dolinsk,47.35,142.8,69.66,overcast clouds,0.0,0.0,94,98,6.76,RU,2021-07-24 19:55:29
584,Salinopolis,-0.6136,-47.3561,80.8,overcast clouds,0.0,0.0,78,99,11.16,BR,2021-07-24 19:49:23
585,Halifax,44.6453,-63.5724,77.41,broken clouds,0.0,0.0,65,66,5.99,CA,2021-07-24 19:51:57
586,Oranjemund,-28.55,16.4333,64.53,few clouds,0.0,0.0,22,23,6.6,NA,2021-07-24 19:55:30
587,Verkhoyansk,67.5447,133.385,62.35,scattered clouds,0.0,0.0,68,49,5.66,RU,2021-07-24 19:55:30
588,Soyo,-6.1349,12.3689,72.12,clear sky,0.0,0.0,88,0,10.69,AO,2021-07-24 19:55:30
589,Pacific Grove,36.6177,-121.9166,84.81,broken clouds,0.0,0.0,84,52,1.01,US,2021-07-24 19:55:31
590,Simao,22.7886,100.9748,65.88,light rain,0.56,0.56,100,100,1.88,CN,2021-07-24 19:55:31
591,Juneau,58.3019,-134.4197,58.84,light rain,0.76,0.76,95,94,1.99,US,2021-07-24 19:55:32
592,Clarence Town,-32.5833,151.7833,56.95,broken clouds,0.0,0.0,61,54,16.51,AU,2021-07-24 19:55:32
593,Geraldton,-28.7667,114.6,54.01,overcast clouds,0.0,0.0,94,90,8.05,AU,2021-07-24 19:55:32
594,Aitape,-3.1374,142.3475,75.24,overcast clouds,0.0,0.0,92,100,2.95,PG,2021-07-24 19:55:33
595,Sorland,67.667,12.6934,52.25,overcast clouds,0.0,0.0,95,100,15.77,NO,2021-07-24 19:55:33
596,Leningradskiy,69.3833,178.4167,37.67,light rain,0.11,0.11,93,100,5.1,RU,2021-07-24 19:55:34
597,Zhanaozen,43.3,52.8,82.04,clear sky,0.0,0.0,52,0,18.28,KZ,2021-07-24 19:55:34
598,Berlevag,70.8578,29.0864,45.07,overcast clouds,0.0,0.0,86,100,26.44,NO,2021-07-24 19:55:34
599,Kodinsk,58.6881,99.1844,62.69,clear sky,0.0,0.0,68,0,2.33,RU,2021-07-24 19:55:35
600,Kupang,-10.1667,123.5833,70.47,clear sky,0.0,0.0,74,8,4.16,ID,2021-07-24 19:55:35
601,Broome,42.2506,-75.833,83.17,broken clouds,0.0,0.0,58,65,1.99,US,2021-07-24 19:55:36
602,Teeli,51.0333,90.2333,59.32,overcast clouds,0.0,0.0,81,100,2.66,RU,2021-07-24 19:55:36
603,Ixtapa,20.7,-105.2,88.23,scattered clouds,0.0,0.0,72,46,5.99,MX,2021-07-24 19:55:37
604,Kirksville,40.1948,-92.5833,91.58,few clouds,0.0,0.0,62,20,10.36,US,2021-07-24 19:51:16
605,Colomi,-17.35,-65.8667,73.42,scattered clouds,0.0,0.0,54,39,7.4,BO,2021-07-24 19:55:37
606,Segou,13.4317,-6.2157,84.54,overcast clouds,0.0,0.0,59,98,12.33,ML,2021-07-24 19:55:38
607,Tasgaon,17.0333,74.6,72.27,overcast clouds,0.0,0.0,91,100,13.11,IN,2021-07-24 19:55:38
608,Nanakuli,21.3906,-158.1547,82.11,overcast clouds,0.0,0.0,78,90,6.91,US,2021-07-24 19:55:39
609,Kermen,42.5,26.25,69.62,few clouds,0.0,0.0,60,20,6.91,BG,2021-07-24 19:55:39
610,Luanda,-8.8368,13.2343,70.38,clear sky,0.0,0.0,88,0,9.89,AO,2021-07-24 19:51:36
611,Kilemary,56.7783,46.8659,47.84,broken clouds,0.0,0.0,62,64,3.09,RU,2021-07-24 19:55:40
612,Luancheng,37.8792,114.6517,77.16,clear sky,0.0,0.0,86,9,1.99,CN,2021-07-24 19:55:40
613,Kuryk,43.2,51.65,82.87,clear sky,0.0,0.0,53,0,16.11,KZ,2021-07-24 19:55:40
614,Saquarema,-22.92,-42.5103,75.34,clear sky,0.0,0.0,72,0,15.1,BR,2021-07-24 19:55:41
615,Mount Holly,35.2982,-81.0159,90.09,scattered clouds,0.0,0.0,66,42,3.0,US,2021-07-24 19:55:41
616,Ankazobe,-18.3167,47.1167,57.61,clear sky,0.0,0.0,87,1,4.61,MG,2021-07-24 19:55:42
617,Dzilam Gonzalez,21.2833,-88.9333,87.96,overcast clouds,0.0,0.0,59,99,9.01,MX,2021-07-24 19:49:59
618,Jian,27.1172,114.9793,75.43,clear sky,0.0,0.0,95,9,6.2,CN,2021-07-24 19:55:42
619,Tazovskiy,67.4667,78.7,48.85,overcast clouds,0.0,0.0,87,100,6.96,RU,2021-07-24 19:55:43
620,Meridian,43.6121,-116.3915,95.79,clear sky,0.0,0.0,21,1,8.05,US,2021-07-24 19:55:43
621,Glazunovka,52.4986,36.3275,58.28,clear sky,0.0,0.0,69,4,3.11,RU,2021-07-24 19:55:43
622,Rio Grande,-32.035,-52.0986,75.31,overcast clouds,0.0,0.0,68,91,4.92,BR,2021-07-24 19:53:16
623,Ranot,7.7777,100.3213,80.98,overcast clouds,0.0,0.0,83,100,10.07,TH,2021-07-24 19:55:44
624,Okhotsk,59.3833,143.3,56.07,overcast clouds,0.0,0.0,94,100,10.4,RU,2021-07-24 19:55:44
625,Andenes,69.3143,16.1194,54.07,drizzle,0.0,0.0,93,90,9.22,NO,2021-07-24 19:55:45
626,Two Rivers,44.1539,-87.5693,86.05,broken clouds,0.0,0.0,65,75,4.0,US,2021-07-24 19:55:45
627,Avera,33.194,-82.5271,91.71,clear sky,0.0,0.0,41,0,5.53,US,2021-07-24 19:50:10
628,Homa Bay,-0.5273,34.4571,71.28,overcast clouds,0.0,0.0,64,100,5.17,KE,2021-07-24 19:55:46
629,Krasnoselkup,65.7,82.4667,56.55,overcast clouds,0.0,0.0,94,90,13.53,RU,2021-07-24 19:55:46
630,Birao,10.2849,22.7882,79.75,overcast clouds,0.0,0.0,66,100,6.62,CF,2021-07-24 19:55:46
631,Udachnyy,66.4167,112.4,60.4,few clouds,0.0,0.0,52,11,7.4,RU,2021-07-24 19:55:47
632,Catamarca,-28.4696,-65.7852,84.49,clear sky,0.0,0.0,23,2,1.57,AR,2021-07-24 19:54:29
633,Mont-De-Marsan,44.0,-0.6667,69.62,clear sky,0.0,0.0,64,0,6.91,FR,2021-07-24 19:55:48
634,Mtimbira,-8.7833,36.35,73.24,overcast clouds,0.0,0.0,48,98,6.91,TZ,2021-07-24 19:55:48
635,Plovdiv,42.15,24.75,73.71,scattered clouds,0.0,0.0,56,40,5.75,BG,2021-07-24 19:55:48
636,Qaqortoq,60.7167,-46.0333,45.84,broken clouds,0.0,0.0,90,84,8.03,GL,2021-07-24 19:55:49
637,Mananara,-16.1667,49.7667,65.5,overcast clouds,0.0,0.0,87,90,6.04,MG,2021-07-24 19:55:49
638,Harper,4.375,-7.7169,76.44,overcast clouds,0.0,0.0,69,99,4.25,LR,2021-07-24 19:55:49
639,Tete,-16.1564,33.5867,65.82,scattered clouds,0.0,0.0,61,29,9.73,MZ,2021-07-24 19:55:50
640,Puerto Del Rosario,28.5004,-13.8627,74.95,few clouds,0.0,0.0,69,20,17.27,ES,2021-07-24 19:55:50
641,Cayenne,4.9333,-52.3333,84.09,clear sky,0.0,0.0,77,0,2.3,GF,2021-07-24 19:55:51
642,Raver,21.25,76.0333,78.67,overcast clouds,0.0,0.0,85,100,13.42,IN,2021-07-24 19:55:51
643,Nicolas Bravo,18.45,-88.9167,87.96,overcast clouds,0.0,0.0,42,100,5.86,MX,2021-07-24 19:55:51
644,Oriximina,-1.7656,-55.8661,85.6,overcast clouds,0.0,0.0,55,100,3.4,BR,2021-07-24 19:55:52
645,Inhuma,-6.6683,-41.7078,87.21,scattered clouds,0.0,0.0,29,27,9.13,BR,2021-07-24 19:55:52
646,Portland,45.5234,-122.6762,89.46,clear sky,0.0,0.0,43,0,5.01,US,2021-07-24 19:53:06
647,San Ramon,37.7799,-121.978,91.09,clear sky,0.0,0.0,36,2,8.01,US,2021-07-24 19:55:13
648,Dolny Kubin,49.2098,19.3034,70.39,scattered clouds,0.0,0.0,75,47,3.8,SK,2021-07-24 19:55:53
649,Nerchinskiy Zavod,51.3088,119.61,52.36,few clouds,0.0,0.0,96,12,3.09,RU,2021-07-24 19:55:53
650,Chicama,-7.8447,-79.1469,66.74,clear sky,0.0,0.0,62,6,10.04,PE,2021-07-24 19:55:54
651,Lokosovo,61.1333,74.8167,57.49,overcast clouds,0.0,0.0,97,99,6.04,RU,2021-07-24 19:55:54
652,Cisnadie,45.7167,24.15,67.75,clear sky,0.0,0.0,69,0,1.14,RO,2021-07-24 19:55:54
653,Bandipur,27.9333,84.4167,69.44,moderate rain,2.45,2.45,97,85,1.66,NP,2021-07-24 19:55:55
654,Kagoro,9.6,8.3833,71.8,broken clouds,0.0,0.0,98,68,1.9,NG,2021-07-24 19:55:55
655,Lhokseumawe,5.1801,97.1507,77.9,overcast clouds,0.0,0.0,86,98,4.81,ID,2021-07-24 19:55:56
656,San Pedro,14.35,121.0167,80.15,thunderstorm,0.0,0.0,92,90,3.44,PH,2021-07-24 19:55:56
657,San Andres,12.5847,-81.7006,86.02,broken clouds,0.0,0.0,74,75,14.97,CO,2021-07-24 19:55:56
658,Maldonado,-34.6667,-54.9167,62.22,overcast clouds,0.0,0.0,85,100,10.16,UY,2021-07-24 19:55:57
659,Zorritos,-3.6805,-80.6782,77.29,scattered clouds,0.0,0.0,79,49,12.66,PE,2021-07-24 19:55:57
660,Beira,-19.8436,34.8389,69.89,light rain,0.15,0.15,64,75,15.99,MZ,2021-07-24 19:55:57
661,Willowmore,-33.2926,23.4895,43.81,clear sky,0.0,0.0,33,4,3.33,ZA,2021-07-24 19:55:58
662,Vero Beach,27.6386,-80.3973,91.06,few clouds,0.0,0.0,71,18,1.99,US,2021-07-24 19:54:14
663,Kungurtug,50.5994,97.5228,57.58,overcast clouds,0.0,0.0,92,100,0.76,RU,2021-07-24 19:55:58
664,Iberia,29.9502,-91.7507,93.11,clear sky,0.0,0.0,61,4,6.71,US,2021-07-24 19:55:59
665,Mbulu,-3.85,35.5333,54.01,clear sky,0.0,0.0,66,2,14.81,TZ,2021-07-24 19:55:59
666,Lamesa,32.7376,-101.951,98.08,clear sky,0.0,0.0,23,6,8.34,US,2021-07-24 19:56:00
667,Seoul,37.5683,126.9778,78.4,scattered clouds,0.0,0.0,86,40,1.14,KR,2021-07-24 19:51:32
668,Palauig,15.435,119.9045,81.39,moderate rain,2.37,2.37,87,100,11.59,PH,2021-07-24 19:56:00
669,Mantua,45.1667,10.7833,84.09,broken clouds,0.0,0.0,75,51,5.01,IT,2021-07-24 19:54:17
670,Nome,64.5011,-165.4064,48.16,overcast clouds,0.0,0.0,94,100,7.72,US,2021-07-24 19:56:02
671,Usinsk,65.9939,57.5281,45.97,overcast clouds,0.0,0.0,81,98,9.71,RU,2021-07-24 19:56:02
672,Sola,-13.8833,167.55,79.99,scattered clouds,0.0,0.0,78,28,11.34,VU,2021-07-24 19:56:03
673,Abu Dhabi,24.4667,54.3667,96.91,clear sky,0.0,0.0,75,3,9.22,AE,2021-07-24 19:56:03
674,Jalu,29.0331,21.5482,84.24,clear sky,0.0,0.0,35,0,15.82,LY,2021-07-24 19:56:04
675,Bereda,43.2686,-7.5406,64.15,few clouds,0.0,0.0,100,21,3.62,ES,2021-07-24 19:56:04
676,Vanavara,60.34,102.2797,62.51,broken clouds,0.0,0.0,77,65,2.73,RU,2021-07-24 19:56:04
677,Gabriel Leyva Solano,25.6667,-108.6417,99.01,scattered clouds,0.0,0.0,47,26,12.8,MX,2021-07-24 19:56:05
678,Tanda,26.55,82.65,83.12,clear sky,0.0,0.0,80,2,13.04,IN,2021-07-24 19:56:05
679,Tiarei,-17.5333,-149.3333,80.62,scattered clouds,0.0,0.0,73,32,10.67,PF,2021-07-24 19:56:06
680,Lasa,46.6166,10.7002,68.74,scattered clouds,0.0,0.0,92,31,4.27,IT,2021-07-24 19:56:06
681,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,fog,0.0,0.0,100,90,2.24,RU,2021-07-24 19:56:07
682,Ishinomaki,38.4167,141.3,73.6,clear sky,0.0,0.0,91,10,2.91,JP,2021-07-24 19:56:07
683,Muisne,0.6,-80.0333,77.94,overcast clouds,0.0,0.0,74,100,11.45,EC,2021-07-24 19:56:08
684,Timizart,36.8,4.2667,86.27,broken clouds,0.0,0.0,35,82,8.03,DZ,2021-07-24 19:56:08
685,Qandala,11.472,49.8728,88.7,broken clouds,0.0,0.0,51,55,14.56,SO,2021-07-24 19:56:09
686,Loja,-3.9931,-79.2042,78.21,clear sky,0.0,0.0,25,0,18.41,EC,2021-07-24 19:56:09
